Регион,Год,Объем_сточных_вод_млн_м3,Инвестиции_норм_%,ВРП_на_душу_руб,Индексы_производства_продукции_СХ_%,Доля_городского_населения_%,Использование_свеж_воды_млн_м3,Индекс_промыш_производства_%
Калужская область,2005,99.0,0.4254252408958493,69192.2,93.9,75.2,145.0,105.8
Калужская область,2006,99.0,0.3461270683281002,84317.4,96.5,75.2,141.0,107.8
Калужская область,2007,98.0,0.3814506252849315,109790.3,107.6,75.3,141.0,110.7
Калужская область,2008,96.0,0.3219643816525083,147929.5,100.5,75.3,135.0,122.9
Калужская область,2009,95.0,0.4486405917928878,152611.6,104.1,75.2,136.0,94.7
Калужская область,2010,92.0,0.4997268841731207,186347.8,91.4,76.3,129.0,133.5
Калужская область,2011,88.0,0.4568469301253679,232085.4,106.4,76.2,126.0,125.3
Калужская область,2012,83.86,0.6083904807110511,280982.6,102.8,76.2,122.33,110.2
Калужская область,2013,93.03,1.694088737574315,287440.6,92.3,76.1,117.81,105.9
Калужская область,2014,89.54,1.4778135419554337,318031.6,103.2,76.2,112.88,103.9
Калужская область,2015,86.42,1.6163202464792876,328423.9,109.3,76.0,108.8,94.6
Калужская область,2016,84.02,0.3073720584288223,392893.2,100.1,75.8,102.89,108.1
Калужская область,2017,72.4,0.6645818587580199,435720.9,111.9,75.7,110.28,119.8
Калужская область,2018,71.49,1.0244369840999057,482561.6,110.7,75.4,102.45,109.7
Калужская область,2019,71.36,0.3838718936662423,522193.9,112.8,75.2,97.36,105.7
Калужская область,2020,71.86,0.638009218079224,533059.9,105.1,75.0,97.66,101.3
Калужская область,2021,72.07,0.6784879212045495,630411.9,100.1,75.0,102.34,107.9
Калужская область,2022,72.86,0.3515457074856948,647307.2,104.7,74.9,103.95,84.7
Калужская область,2023,73.0,0.7770454062097878,740.7,106.3,74.8,108.0,111.0
Камчатский край,2000,34.0,0.0263716394626447,49108.7,102.4,81.0,261.0,109.1
Камчатский край,2001,36.0,0.2794148933860722,63274.0,87.3,81.0,252.0,81.4
Камчатский край,2002,35.0,0.2014651165486305,71934.1,97.6,81.1,246.0,103.5
Камчатский край,2003,35.0,3.157484116045316,83980.4,98.4,81.1,209.0,107.8
Камчатский край,2004,29.0,0.1995828033000088,101205.1,88.8,78.9,206.0,100.3
Камчатский край,2005,29.0,0.168666698503444,129240.8,93.2,78.9,218.0,106.6
Камчатский край,2006,32.0,0.0600786175289291,168173.2,98.6,79.0,224.0,101.6
Камчатский край,2007,41.0,0.1133711075596881,200610.1,96.5,79.1,220.0,100.6
Камчатский край,2008,47.0,0.1001650518982252,238404.5,102.3,78.0,180.0,100.9
Камчатский край,2009,46.0,0.072286228698945,291953.6,110.1,78.3,185.0,99.8
Камчатский край,2010,46.0,0.0,319849.2,94.3,77.4,165.0,101.5
Камчатский край,2011,38.0,0.8674196224904023,357472.7,105.1,77.3,171.0,105.6
Камчатский край,2012,31.56,0.7435102623207891,401282.1,93.6,77.5,172.94,105.2
Камчатский край,2013,28.89,0.8120654749407636,422674.6,99.4,77.6,164.64,97.1
Камчатский край,2014,25.77,0.668680054307968,467137.3,107.7,77.6,160.38,104.4
Камчатский край,2015,25.43,0.0972781474623271,568960.5,95.4,77.7,150.79,103.4
Камчатский край,2016,22.74,0.4614148270122405,734324.9,102.0,77.8,151.92,113.2
Камчатский край,2017,27.24,0.1965305661812916,752942.5,105.3,77.8,145.53,105.7
Камчатский край,2018,27.28,0.1323113357220732,873638.6,102.1,77.8,148.29,112.8
Камчатский край,2019,26.46,0.0466238368026096,936960.3,118.1,77.7,146.79,95.5
Камчатский край,2020,24.55,0.8068885879740674,1005493.0,101.0,77.8,146.4,95.1
Камчатский край,2021,24.73,0.7472691259409333,1199105.8,104.0,77.9,148.43,112.3
Камчатский край,2022,22.57,1.2787035235390214,1228904.5,99.9,78.0,147.84,85.4
Камчатский край,2023,23.0,0.7182813571729283,1523.8,99.1,78.2,150.0,129.7
Карачаево-Черкесская Республика,2000,61.0,0.0035521376911105,12404.2,109.8,43.9,73.0,115.8
Карачаево-Черкесская Республика,2001,62.0,0.0286178462210572,16639.7,99.3,43.9,77.0,119.8
Карачаево-Черкесская Республика,2002,55.0,0.5035771166153696,23297.3,105.0,44.1,60.0,109.2
Карачаево-Черкесская Республика,2003,57.0,0.0243356472811838,25999.0,95.6,44.2,65.0,109.9
Карачаево-Черкесская Республика,2004,59.0,0.1311627765250776,29348.9,103.7,44.3,56.0,107.1
Карачаево-Черкесская Республика,2005,53.0,1.851078968925456,36971.7,102.2,44.4,53.0,96.4
Карачаево-Черкесская Республика,2006,55.0,0.9307010717924686,50778.7,105.9,44.2,50.0,115.7
Карачаево-Черкесская Республика,2007,53.0,1.3559915106462757,59200.9,103.9,43.9,44.0,110.7
Карачаево-Черкесская Республика,2008,54.0,0.7110785065884158,76277.2,107.4,44.0,44.0,96.1
Карачаево-Черкесская Республика,2009,53.0,0.1313463317791525,81758.5,106.2,43.7,43.0,106.0
Карачаево-Черкесская Республика,2010,51.0,0.0450087625854781,91782.3,97.7,43.3,43.0,116.0
Карачаево-Черкесская Республика,2011,47.0,0.0118433528722633,103449.4,110.4,43.0,41.0,119.7
Карачаево-Черкесская Республика,2012,45.01,0.9371260779294216,123977.6,98.9,42.6,40.67,124.7
Карачаево-Черкесская Республика,2013,43.09,1.2274087610011706,140225.1,105.9,42.3,39.26,89.8
