,Регион,Год,Объем_сточных_вод_млн_м3,Инвестиции_в_ООС_тыс_руб,ВРП_млн_руб,ВРП_на_душу_руб,Индексы_производства_продукции_СХ_%,Доля_городского_населения_%,Использование_свеж_воды_млн_м3,Индекс_промыш_производства_%,Cluster
787,Нижегородская область,2019,312.66,6043753.0,1617171.7,508283.2,103.8,79.7,693.12,105.3,0
788,Нижегородская область,2020,320.54,20173534.0,1600333.4,506541.7,105.0,79.8,671.92,95.3,0
789,Нижегородская область,2021,301.7,12667200.0,1931254.1,617664.1,92.9,79.9,685.8,113.6,0
790,Нижегородская область,2022,300.82,26140958.0,2287862.3,739124.7,112.0,80.0,671.9,101.3,0
791,Нижегородская область,2023,315.0,33297386.0,2672241.8409,870132.1,111.1,80.0,694.0,111.8,0
792,Новгородская область,2000,97.0,32583.2,20965.5,29347.0,107.6,69.6,109.0,108.9,1
793,Новгородская область,2001,95.0,34108.0,27501.0,38975.3,105.8,69.7,114.0,104.8,1
794,Новгородская область,2002,93.0,38793.0,31466.8,45178.5,96.8,69.9,113.0,101.1,1
795,Новгородская область,2003,81.0,134152.0,38081.7,55387.3,91.5,70.2,112.0,111.2,1
796,Новгородская область,2004,81.0,132978.0,49242.3,72549.3,100.8,70.4,114.0,109.65,1
797,Новгородская область,2005,78.0,191164.0,63848.3,95286.2,98.7,70.8,109.0,108.35,1
798,Новгородская область,2006,78.0,265270.0,74923.8,113246.4,89.1,71.2,108.0,101.66,1
799,Новгородская область,2007,75.0,174400.0,86664.9,132334.8,98.2,71.3,107.0,106.4,1
800,Новгородская область,2008,73.0,172230.0,115141.3,177472.4,105.5,71.2,106.0,102.3,1
801,Новгородская область,2009,74.0,220344.0,117710.0,183196.9,116.0,70.5,105.0,87.7,1
802,Новгородская область,2010,97.0,123756.0,127407.8,200248.6,124.8,70.7,108.0,116.1,1
803,Новгородская область,2011,92.0,293195.96,153419.7,243130.1,114.5,70.7,102.0,110.9,1
804,Новгородская область,2012,86.86,468357.33,170605.7,272065.9,104.0,70.7,94.93,104.4,1
805,Новгородская область,2013,72.64,1672953.93,178818.1,287036.7,89.0,70.8,122.39,105.4,1
806,Новгородская область,2014,74.33,917873.13,209304.4,338150.7,109.5,71.3,87.36,112.9,1
807,Новгородская область,2015,76.31,3408930.82,234075.7,380459.4,114.4,71.3,88.02,102.7,1
808,Новгородская область,2016,77.98,750962.81,253056.8,413626.0,104.8,71.4,91.47,103.8,1
809,Новгородская область,2017,28.47,1525385.4999999995,256165.8,422137.6,93.2,71.7,90.53,105.4,1
810,Новгородская область,2018,26.43,1165489.0,259255.8,431838.2,102.4,72.2,95.18,101.0,1
811,Новгородская область,2019,25.4,1606681.0,273808.0,460231.8,99.6,72.5,92.93,103.0,1
812,Новгородская область,2020,23.29,1072615.0,279689.3,473600.1,95.2,72.7,98.08,102.5,1
813,Новгородская область,2021,22.5,955195.0,345664.3,590942.9,93.0,73.0,95.92,106.8,1
814,Новгородская область,2022,22.24,1527110.0,380629.9,657673.6,100.4,73.1,98.04,92.5,1
815,Новгородская область,2023,21.0,1191355.0,408968.1017,712876.7,99.6,73.2,95.0,102.7,1
816,Новосибирская область,2000,78.0,153996.90000000002,72012.7,26472.3,128.1,74.8,901.0,110.7,1
817,Новосибирская область,2001,74.0,154435.2,95298.9,35177.3,110.8,75.0,823.0,107.3,1
818,Новосибирская область,2002,76.0,232591.0,123084.5,45659.6,96.5,75.1,835.0,103.7,1
819,Новосибирская область,2003,79.0,481492.1,153798.9,57360.1,93.3,75.3,866.0,111.1,1
820,Новосибирская область,2004,74.0,334551.0,191826.7,71843.4,94.1,75.5,776.0,110.9,1
821,Новосибирская область,2005,72.0,228854.8,235381.8,88475.5,94.9,75.8,764.0,107.0,1
822,Новосибирская область,2006,73.0,589532.6,296064.5,111679.3,94.6,76.1,750.0,110.7,1
823,Новосибирская область,2007,101.0,891014.2999999999,365531.2,138199.1,109.2,76.3,719.0,110.7,1
824,Новосибирская область,2008,105.0,1957960.4,453574.6,171430.3,102.4,76.6,777.0,102.4,1
825,Новосибирская область,2009,98.0,2117359.4000000004,425400.2,160210.4,111.6,76.9,703.0,89.1,1
826,Новосибирская область,2010,107.0,1233530.58,484141.3,181732.7,89.0,77.3,676.0,108.3,1
827,Новосибирская область,2011,94.0,2189316.1,598563.5,223561.2,107.4,77.6,599.0,105.0,1
828,Новосибирская область,2012,112.53,1326264.2,728154.0,269643.5,81.5,77.9,622.06,109.0,1
829,Новосибирская область,2013,114.65,2178938.32,817516.7,300099.4,112.0,78.3,569.61,101.4,1
830,Новосибирская область,2014,109.35,3697620.4500000007,911219.0,332027.1,95.7,78.6,567.06,100.3,1
831,Новосибирская область,2015,106.96,5032847.73,1021642.9,369957.0,103.8,78.9,578.37,101.0,1
832,Новосибирская область,2016,96.91,1953224.16,1074794.7,386697.1,101.3,79.1,585.74,101.3,1
833,Новосибирская область,2017,94.01,2377510.51,1179564.2,422134.2,109.0,79.2,563.86,101.8,1
834,Новосибирская область,2018,88.9,2018217.0,1301631.1,464408.8,99.2,79.4,548.72,105.2,1
835,Новосибирская область,2019,85.49,6647001.0,1332895.8,474511.4,104.1,79.5,601.16,104.6,1
836,Новосибирская область,2020,82.53,2086290.0,1358350.1,483951.6,102.4,79.5,541.22,96.7,1
837,Новосибирская область,2021,80.51,1707167.0,1628844.4,581842.5,113.5,79.7,538.79,113.7,1
838,Новосибирская область,2022,77.2,5809748.0,1939378.1,693656.0,103.0,79.7,589.38,102.5,1
839,Новосибирская область,2023,81.0,5088933.0,2216436.1514000003,793881.2,86.9,79.8,625.0,108.5,1
840,Омская область,2000,221.0,486881.8000000001,46028.4,21643.1,110.5,68.3,325.0,112.61,0
841,Омская область,2001,229.0,1604440.7,61535.7,29219.2,136.7,68.6,319.0,112.12,0
842,Омская область,2002,226.0,962225.9,92628.7,44424.1,96.6,68.7,325.0,110.32,0
843,Омская область,2003,223.0,567601.2,115029.5,55729.2,99.1,69.1,326.0,110.96,0
844,Омская область,2004,219.0,479876.0,192877.3,94389.6,101.0,69.8,323.0,112.6,0
845,Омская область,2005,214.0,548186.6,220686.1,108970.6,100.9,70.4,300.0,113.2,0
846,Омская область,2006,203.0,986347.7,262506.7,130614.3,101.2,70.8,285.0,110.8,0
847,Омская область,2007,207.0,824286.4,296004.7,148129.3,104.0,71.0,272.0,109.1,0
848,Омская область,2008,194.0,1022512.8,347760.3,174709.8,91.3,71.2,278.0,101.4,0
849,Омская область,2009,193.0,2351867.5,336259.6,169327.8,119.2,71.2,259.0,93.3,0
850,Омская область,2010,177.0,1933335.0,382620.4,193216.0,84.9,71.5,258.0,106.4,0
851,Омская область,2011,170.0,1884717.4,451418.8,228634.9,115.5,71.7,231.0,104.0,0
852,Омская область,2012,157.81,4098476.0,491507.6,249428.4,78.5,71.8,214.7,103.1,0
853,Омская область,2013,158.98,2181125.5,551734.0,280429.7,124.0,72.1,200.91,103.2,0
854,Омская область,2014,151.79,5395110.400000001,602605.1,306365.2,93.3,72.3,205.79,103.5,0
855,Омская область,2015,139.41,5845575.200000001,618127.7,314306.3,99.9,72.6,185.52,100.4,0
856,Омская область,2016,135.85,2496584.1,669480.4,341344.5,97.5,72.8,184.46,97.1,0
857,Омская область,2017,129.88,25877359.0,699716.5,358909.4,104.8,73.0,185.9,99.4,0
858,Омская область,2018,130.46,16571377.0,736076.8,380834.5,101.1,73.1,188.72,104.2,0
859,Омская область,2019,125.47,18000808.0,772095.9,403479.5,96.6,73.3,176.73,99.5,0
860,Омская область,2020,126.07,15092119.0,770280.4,407371.0,100.2,73.4,179.8,100.5,0
861,Омская область,2021,121.33,11888194.0,796044.1,426871.8,101.8,73.5,177.21,103.3,0
862,Омская область,2022,121.19,30240080.0,947059.4,514203.2,100.4,73.6,178.73,105.7,0
863,Омская область,2023,124.0,20775041.0,1056600.3302,578934.0,92.5,73.8,176.0,106.2,0
864,Оренбургская область,2000,153.0,494771.6,76343.3,34585.2,111.0,57.5,1826.0,111.0,1
865,Оренбургская область,2001,154.0,491633.0,85168.3,38769.3,103.4,57.8,1686.0,100.62,1
866,Оренбургская область,2002,154.0,655120.2,94182.5,43145.6,101.6,57.8,1734.0,108.9,1
867,Оренбургская область,2003,152.0,452556.2,115824.6,53548.8,107.2,58.0,1775.0,116.8,1
868,Оренбургская область,2004,150.0,905582.0,169876.7,79522.8,96.6,58.3,1771.0,112.7,1
869,Оренбургская область,2005,149.0,1362832.0,213138.2,101110.3,93.5,58.5,1598.0,104.0,1
870,Оренбургская область,2006,144.0,2394358.8,302808.4,145532.5,105.2,58.9,1826.0,108.1,1
871,Оренбургская область,2007,142.0,4116193.6,370880.9,179882.4,117.4,59.1,1850.0,102.2,1
872,Оренбургская область,2008,137.0,5210126.0,430023.1,209769.6,115.1,59.2,1813.0,100.2,1
873,Оренбургская область,2009,136.0,3457544.8999999994,413395.5,202332.4,89.9,59.4,1625.0,99.5,1
874,Оренбургская область,2010,122.0,4703073.2,458145.4,224937.2,73.2,59.7,1653.0,106.7,1
875,Оренбургская область,2011,132.0,5241975.4,553320.9,273345.6,149.0,59.8,1920.0,102.5,1
876,Оренбургская область,2012,126.68,6168227.9,628563.6,312741.8,84.4,59.7,1973.26,100.6,1
877,Оренбургская область,2013,120.13,8469040.700000001,717014.8,359328.3,108.3,59.8,1495.2,96.9,1
878,Оренбургская область,2014,115.91,9820541.0,731277.7,369142.8,98.3,59.6,1486.57,101.2,1
879,Оренбургская область,2015,109.48,6894973.2,774962.1,393935.3,100.7,59.5,1315.41,92.5,1
880,Оренбургская область,2016,107.54,6962746.470000002,814765.4,416823.3,110.9,59.4,1193.53,95.3,1
881,Оренбургская область,2017,105.15,4448371.000000001,872857.1,450009.9,108.9,59.4,979.96,101.4,1
882,Оренбургская область,2018,102.13,4055922.0,1058504.8,551255.2,90.4,59.4,1010.5,101.6,1
883,Оренбургская область,2019,95.9,2576082.0,1106329.3,581010.8,102.1,59.6,904.33,103.4,1
884,Оренбургская область,2020,93.97,8559972.0,1046728.3,554155.2,108.4,59.7,805.63,98.4,1
885,Оренбургская область,2021,97.33,12190295.0,1409921.0,754958.8,82.0,59.7,670.93,99.6,1
886,Оренбургская область,2022,96.37,4192361.0,1571366.4,850040.2,144.1,59.9,572.29,97.2,1
887,Оренбургская область,2023,99.0,10608979.0,1763998.7506,961298.3,95.7,60.0,846.0,103.7,1
888,Орловская область,2000,85.0,41979.6,22160.8,25168.4,136.9,63.2,139.0,104.1,1
889,Орловская область,2001,86.0,34448.6,27624.8,31676.1,97.2,63.4,132.0,97.8,1
890,Орловская область,2002,80.0,23373.4,35657.4,41322.8,104.2,63.6,130.0,99.0,1
891,Орловская область,2003,79.0,25222.4,42073.3,49342.3,99.6,63.9,130.0,110.4,1
892,Орловская область,2004,78.0,4832.0,46042.3,54740.1,97.4,64.4,135.0,112.5,1
893,Орловская область,2005,68.0,15580.4,53181.9,64180.4,99.8,64.7,122.0,110.1,1
894,Орловская область,2006,70.0,45276.2,64801.6,79341.5,91.8,65.0,121.0,103.0,1
895,Орловская область,2007,63.0,18341.0,77101.2,95387.1,104.0,65.2,118.0,97.9,1
896,Орловская область,2008,61.0,10380.0,96669.9,120531.4,125.1,65.4,110.0,97.3,1
897,Орловская область,2009,60.0,41639.8,90623.6,113848.8,100.5,65.4,99.0,76.2,1
898,Орловская область,2010,50.0,117672.0,106196.7,134533.8,85.1,65.5,84.0,118.1,1
899,Орловская область,2011,54.0,176604.0,131198.2,167501.7,129.2,65.7,83.0,107.8,1
900,Орловская область,2012,52.84,464213.0,146103.2,187787.5,104.5,65.8,80.06,106.4,1
901,Орловская область,2013,54.42,41529.0,164797.0,213467.3,106.3,65.9,78.38,100.4,1
902,Орловская область,2014,54.22,1092247.6,178822.5,233349.5,108.7,66.3,83.76,104.9,1
903,Орловская область,2015,51.26,502637.9,208237.9,273699.1,94.1,66.6,76.65,100.2,1
904,Орловская область,2016,52.25,152463.01,228583.1,302660.0,109.8,66.7,76.71,98.9,1
905,Орловская область,2017,51.73,760641.7000000001,231118.4,308718.9,100.9,66.8,76.1,96.4,1
906,Орловская область,2018,56.62,300703.0,247105.5,333661.2,106.8,66.8,75.94,100.1,1
907,Орловская область,2019,46.51,550915.0,266655.6,363618.0,108.5,66.8,69.06,106.8,1
908,Орловская область,2020,45.63,1175917.0,282883.7,389873.7,111.3,66.7,67.54,111.4,1
909,Орловская область,2021,43.68,865131.0,338266.1,472765.6,98.7,66.7,66.92,110.4,1
910,Орловская область,2022,43.57,522426.0,369901.2,524570.9,107.3,66.6,66.17,99.5,1
911,Орловская область,2023,45.0,571579.0,398720.4266,572560.7,114.3,66.5,65.0,103.6,1
912,Пензенская область,2000,144.0,15956.0,25218.7,16900.3,102.7,64.8,281.0,101.8,2
913,Пензенская область,2001,149.0,34532.2,33262.6,22547.8,107.1,64.9,291.0,106.6,2
914,Пензенская область,2002,148.0,31290.0,41623.4,28554.2,102.8,65.1,329.0,100.3,2
915,Пензенская область,2003,143.0,43725.0,48111.5,33304.2,106.9,65.3,293.0,117.4,2
916,Пензенская область,2004,147.0,83246.0,59711.7,41595.8,106.3,65.6,294.0,105.2,2
917,Пензенская область,2005,139.0,137647.4,74362.7,52163.8,99.4,65.8,276.0,105.9,2
918,Пензенская область,2006,137.0,22516.0,88805.0,62719.8,108.2,66.1,280.0,115.0,2
919,Пензенская область,2007,128.0,1047010.0,119104.0,84558.3,104.1,66.3,257.0,106.4,2
920,Пензенская область,2008,124.0,86258.0,147853.2,105477.2,113.0,66.6,267.0,110.2,2
921,Пензенская область,2009,116.0,97177.0,147185.1,105487.4,105.2,66.8,258.0,97.7,2
922,Пензенская область,2010,111.0,280601.0,172166.7,124020.7,70.6,67.2,235.0,113.0,2
923,Пензенская область,2011,108.0,156591.1,213401.2,154681.7,151.5,67.6,241.0,115.4,2
924,Пензенская область,2012,105.19,50460.0,239962.5,175086.6,100.6,67.7,213.9,110.0,2
925,Пензенская область,2013,100.45,220270.0,270436.8,198668.1,104.9,67.9,195.57,104.7,2
926,Пензенская область,2014,95.43,115090.0,295238.7,218094.7,103.0,68.0,193.57,108.3,2
927,Пензенская область,2015,92.02,934164.7,343328.6,254938.6,115.7,68.1,174.97,104.8,2
928,Пензенская область,2016,93.88,350774.0,358258.2,267664.3,106.3,68.1,176.94,104.5,2
929,Пензенская область,2017,92.69,374395.0,376076.2,283036.5,96.0,68.2,202.32,109.1,2
930,Пензенская область,2018,92.35,899037.0,411028.7,312421.6,102.3,68.4,182.71,104.7,2
931,Пензенская область,2019,90.54,201060.0,448521.1,344672.1,115.1,68.6,170.01,112.3,2
932,Пензенская область,2020,96.03,447094.0,484785.4,376779.9,114.4,68.7,179.52,117.6,2
933,Пензенская область,2021,97.42,728842.0,540115.8,425303.8,94.7,68.7,186.81,115.5,2
934,Пензенская область,2022,95.8,277441.0,592885.5,472849.7,106.6,68.8,172.2,102.0,2
935,Пензенская область,2023,98.0,428318.0,659002.828,530871.2,107.7,68.9,199.0,112.4,2
936,Пермский край,2000,401.0,1390548.0,124142.2,43273.2,96.6,75.4,2341.0,94.8,0
937,Пермский край,2001,390.0,1887422.0,166803.4,58570.7,103.0,75.3,2663.0,99.3,0
938,Пермский край,2002,378.0,1592975.0,178091.0,63032.2,93.3,75.1,2513.0,98.7,0
939,Пермский край,2003,380.0,3779882.0,209275.7,74783.8,98.3,75.2,2630.0,108.9,0
