,Регион,Год,Объем_сточных_вод_млн_м3,Инвестиции_в_ООС,ВРП
0,Алтайский край,2000,31.0,176660.0,46736.8
1,Алтайский край,2001,34.0,111590.0,61854.4
2,Алтайский край,2002,36.0,67466.0,73107.4
3,Алтайский край,2003,36.0,50114.0,88733.3
4,Алтайский край,2004,36.0,38270.0,114840.5
5,Алтайский край,2005,34.0,154492.0,135686.4
6,Алтайский край,2006,27.0,132720.0,173810.5
7,Алтайский край,2007,26.0,233201.0,223563.4
8,Алтайский край,2008,22.0,211412.0,259343.1
9,Алтайский край,2009,17.0,307775.0,265613.3
10,Алтайский край,2010,15.0,188042.0,302900.7
11,Алтайский край,2011,12.0,125760.0,332117.8
12,Алтайский край,2012,8.04,849701.0,368995.2
13,Алтайский край,2013,8.07,1543854.0,416110.3
14,Алтайский край,2014,10.73,586894.0,446023.8
15,Алтайский край,2015,16.24,718792.0,487903.3
16,Алтайский край,2016,18.05,1009642.0,532401.5
17,Алтайский край,2017,17.34,177158.59999999998,545303.0
18,Алтайский край,2018,17.33,1499996.0,579740.5
19,Алтайский край,2019,32.27,737426.0,628146.1
20,Алтайский край,2020,13.18,693377.0,664129.2
21,Алтайский край,2021,13.51,520729.0,869672.1
22,Алтайский край,2022,13.3,575528.0,944894.1
23,Алтайский край,2023,13.0,2247651.0,1024355444.3
24,Амурская область,2000,94.0,82424.0,26315.2
25,Амурская область,2001,103.0,105250.0,39052.8
26,Амурская область,2002,95.0,241408.0,45717.5
27,Амурская область,2003,91.0,284708.0,53199.9
28,Амурская область,2004,99.0,182344.0,64250.2
29,Амурская область,2005,100.0,126708.0,76861.2
30,Амурская область,2006,90.0,386298.0,95090.9
31,Амурская область,2007,84.0,889804.0,111761.2
32,Амурская область,2008,86.0,646375.0,131563.7
33,Амурская область,2009,83.0,1269189.0,151118.6
34,Амурская область,2010,82.0,258229.0,178689.6
35,Амурская область,2011,79.0,1610459.0,225401.7
36,Амурская область,2012,78.02,3924288.0,229407.1
37,Амурская область,2013,76.97,2994667.0,210700.9
38,Амурская область,2014,44.62,1359580.0,232053.0
39,Амурская область,2015,72.77,1615146.0,277380.4
40,Амурская область,2016,73.77,1698224.0,297531.0
41,Амурская область,2017,67.38,3202654.0,299181.0
42,Амурская область,2018,66.82,3662197.0,334164.4
43,Амурская область,2019,65.05,2434168.0,395617.2
44,Амурская область,2020,65.81,7291807.0,449317.5
45,Амурская область,2021,66.51,7520455.0,548269.8
46,Амурская область,2022,62.76,3508357.0,603837.3
47,Амурская область,2023,60.0,2883951.0,793851883.1
48,Архангельская область,2000,540.0,1733357.7999999998,49882.9
49,Архангельская область,2001,537.0,1874413.0,55391.2
50,Архангельская область,2002,513.0,1626869.0,66678.0
51,Архангельская область,2003,477.0,531838.0,78910.70000000001
52,Архангельская область,2004,454.0,891153.0,102978.00000000001
53,Архангельская область,2005,464.0,3766789.9,121715.09999999999
54,Архангельская область,2006,464.0,9456773.0,148684.30000000002
55,Архангельская область,2007,475.0,1890048.0,170833.8
56,Архангельская область,2008,475.0,2801967.0,198279.50000000003
57,Архангельская область,2009,413.0,1699949.2000000002,193429.09999999998
58,Архангельская область,2010,415.0,1227473.0,226876.5
59,Архангельская область,2011,375.0,1823533.0,273685.5
60,Архангельская область,2012,364.27,811074.0,315403.8
61,Архангельская область,2013,341.03000000000003,3853785.0,326924.9
62,Архангельская область,2014,335.86,2018957.0,355685.5
63,Архангельская область,2015,329.79,2900104.4,400504.6
64,Архангельская область,2016,328.66,3550139.6999999997,451271.4
65,Архангельская область,2017,325.0,9077923.0,493415.6
66,Архангельская область,2018,322.78,2531498.0,545317.6
67,Архангельская область,2019,322.87,2075759.0,558975.4
68,Архангельская область,2020,320.63000000000005,13846375.0,551144.7
69,Архангельская область,2021,292.68,18755549.0,671106.7
70,Архангельская область,2022,277.51,2898495.0,700172.7
71,Архангельская область,2023,247.0,2286387.0,761589555.9
72,Астраханская область,2000,84.0,44651.00000000001,28115.7
73,Астраханская область,2001,83.0,793168.0,32274.3
74,Астраханская область,2002,78.0,162366.0,40994.9
75,Астраханская область,2003,71.0,313248.0,50659.8
76,Астраханская область,2004,71.0,286579.0,56710.9
77,Астраханская область,2005,68.0,243264.0,70127.6
78,Астраханская область,2006,73.0,579456.0,85112.1
79,Астраханская область,2007,72.0,4889494.0,100359.2
80,Астраханская область,2008,73.0,4530697.0,147549.1
81,Астраханская область,2009,71.0,2117091.0,134418.2
82,Астраханская область,2010,69.0,6506574.0,144888.8
83,Астраханская область,2011,71.0,4505678.0,172616.6
84,Астраханская область,2012,55.67,23214194.0,209654.4
85,Астраханская область,2013,52.4,12483621.8,273917.1
86,Астраханская область,2014,50.15,1075159.78,296319.3
87,Астраханская область,2015,40.74,1975977.4000000001,322303.0
88,Астраханская область,2016,51.16,858602.58,368485.4
89,Астраханская область,2017,48.54,734865.4099999999,442608.8
90,Астраханская область,2018,49.09,351388.0,579210.0
91,Астраханская область,2019,36.39,2364872.0,601811.2
92,Астраханская область,2020,30.26,728393.0,527290.2
93,Астраханская область,2021,34.13,364423.0,663770.6
94,Астраханская область,2022,35.11,806050.0,765239.3
95,Астраханская область,2023,85.0,191976.0,777718337.0
96,Белгородская область,2000,45.0,116202.6,42074.5
97,Белгородская область,2001,13.0,165112.4,49941.8
98,Белгородская область,2002,6.0,125034.0,62404.4
99,Белгородская область,2003,10.0,80802.0,76054.5
100,Белгородская область,2004,11.0,174379.0,114409.3
101,Белгородская область,2005,11.0,619089.0,144987.8
102,Белгородская область,2006,11.0,775543.0,178846.1
103,Белгородская область,2007,8.0,740206.0,237013.3
104,Белгородская область,2008,11.0,1903196.0,317656.3
105,Белгородская область,2009,49.0,880405.0,304345.3
106,Белгородская область,2010,77.0,1488078.0,398361.4
107,Белгородская область,2011,72.0,3335261.8,507839.8
108,Белгородская область,2012,70.88,11797337.3,545517.2
109,Белгородская область,2013,71.1,6062674.300000001,569006.4
110,Белгородская область,2014,66.83,3454582.6999999997,619677.7
111,Белгородская область,2015,61.46,7141368.36,693379.4
112,Белгородская область,2016,73.64,2425641.0,778027.8
113,Белгородская область,2017,70.54,2800955.38,837306.8
114,Белгородская область,2018,70.46,5058783.0,911597.9
115,Белгородская область,2019,68.84,2375615.0,955329.2
116,Белгородская область,2020,65.9,4660502.0,997330.9
117,Белгородская область,2021,60.56,5754196.0,1359965.6
118,Белгородская область,2022,58.6,8776026.0,1311232.6
119,Белгородская область,2023,58.0,17411221.0,1341408940.1
120,Брянская область,2000,100.0,54949.8,24650.5
121,Брянская область,2001,99.0,47274.0,30110.3
122,Брянская область,2002,96.0,8670.0,37374.1
123,Брянская область,2003,94.0,36116.0,43700.3
124,Брянская область,2004,92.0,22584.0,51003.4
125,Брянская область,2005,89.0,9246.0,66692.3
126,Брянская область,2006,96.0,4118.0,82100.4
127,Брянская область,2007,94.0,0.0,102706.2
128,Брянская область,2008,85.0,24075.0,125834.4
129,Брянская область,2009,83.0,0.0,126477.4
130,Брянская область,2010,78.0,0.0,147024.0
131,Брянская область,2011,75.0,0.0,174211.8
132,Брянская область,2012,70.83,77670.0,207397.5
133,Брянская область,2013,67.78,282490.0,219502.8
134,Брянская область,2014,61.56,7165.0,242722.4
135,Брянская область,2015,57.6,0.0,271782.5
136,Брянская область,2016,57.92,0.0,316489.4
137,Брянская область,2017,55.12,0.0,341177.8
138,Брянская область,2018,53.78,0.0,367157.1
139,Брянская область,2019,50.75,0.0,399113.8
140,Брянская область,2020,49.69,0.0,414179.4
141,Брянская область,2021,51.4,0.0,482669.4
142,Брянская область,2022,52.06,0.0,549347.1
143,Брянская область,2023,53.0,57045.0,627017789.4
144,Владимирская область,2000,182.0,24719.4,33017.7
145,Владимирская область,2001,182.0,18750.8,42075.4
146,Владимирская область,2002,185.0,42187.4,50359.9
147,Владимирская область,2003,174.0,45455.4,61818.6
148,Владимирская область,2004,169.0,28633.0,74207.0
149,Владимирская область,2005,155.0,34421.2,86926.8
150,Владимирская область,2006,147.0,19976.0,112841.7
151,Владимирская область,2007,141.0,203508.0,146663.0
152,Владимирская область,2008,140.0,59844.0,175395.7
153,Владимирская область,2009,129.0,63777.0,185824.6
154,Владимирская область,2010,129.0,120245.0,224759.2
155,Владимирская область,2011,126.0,296674.0,261222.6
156,Владимирская область,2012,123.74,595677.0,286018.6
157,Владимирская область,2013,120.02,592373.0,306641.4
158,Владимирская область,2014,110.49,540583.0,328064.2
159,Владимирская область,2015,108.55,541132.2699999999,368489.2
160,Владимирская область,2016,108.81,361733.33,431549.8
161,Владимирская область,2017,104.52,458036.9,449849.2
162,Владимирская область,2018,98.55,347368.0,480027.8
163,Владимирская область,2019,94.42,1490744.0,535493.4
164,Владимирская область,2020,95.02,342541.0,553092.4
165,Владимирская область,2021,94.26,355852.0,730328.8
166,Владимирская область,2022,91.32,144626.0,780490.4
167,Владимирская область,2023,90.0,62028.0,893416253.9
168,Волгоградская область,2000,217.0,4317259.0,63767.1
169,Волгоградская область,2001,212.0,2209997.0,82919.7
170,Волгоградская область,2002,206.0,377392.0,104341.2
171,Волгоградская область,2003,201.0,302695.0,128622.2
172,Волгоградская область,2004,208.0,808199.0,154337.7
173,Волгоградская область,2005,204.0,830110.0,203232.2
174,Волгоградская область,2006,217.0,1845007.0,252142.7
175,Волгоградская область,2007,203.0,1627967.0,331766.8
176,Волгоградская область,2008,218.0,2239947.0,416678.5
177,Волгоградская область,2009,200.0,784414.0,377514.3
178,Волгоградская область,2010,186.0,1319640.0,433473.7
179,Волгоградская область,2011,150.0,1767230.0,508433.3
180,Волгоградская область,2012,144.43,1239703.0,571516.1
181,Волгоградская область,2013,141.2,3263657.0,607472.2
182,Волгоградская область,2014,122.62,17239560.0,715409.6
183,Волгоградская область,2015,104.21,19815471.0,740458.0
184,Волгоградская область,2016,104.7,12007132.2,825586.5
185,Волгоградская область,2017,89.2,3914853.2,850263.7
186,Волгоградская область,2018,84.29,5890381.0,927811.7
187,Волгоградская область,2019,85.25,8825949.0,963214.4
188,Волгоградская область,2020,91.69,11310177.0,977707.7
189,Волгоградская область,2021,89.21,2905258.0,1067376.2
190,Волгоградская область,2022,85.92,4034147.0,1218846.2
191,Волгоградская область,2023,203.0,4817229.0,1384980948.2
192,Вологодская область,2000,241.0,327700.4,69195.5
193,Вологодская область,2001,240.0,229477.0,65425.3
194,Вологодская область,2002,231.0,764392.5,80731.9
195,Вологодская область,2003,205.0,2670047.23,107544.6
196,Вологодская область,2004,195.0,4144316.0,161378.6
197,Вологодская область,2005,172.0,7651512.0,193966.1
198,Вологодская область,2006,167.0,2398459.7,201939.2
199,Вологодская область,2007,156.0,2750264.2,243336.3
200,Вологодская область,2008,146.0,3162085.4,294926.2
201,Вологодская область,2009,132.0,2835586.04,213396.9
202,Вологодская область,2010,152.0,913777.2,262432.7
203,Вологодская область,2011,157.0,4547444.08,323067.9
204,Вологодская область,2012,154.42,5260851.2,355291.3
205,Вологодская область,2013,147.9,12799362.659999998,346227.6
206,Вологодская область,2014,137.38,12648844.889999999,387211.7
207,Вологодская область,2015,145.08,4901474.8,478893.0
208,Вологодская область,2016,147.1,5814611.57,509931.7
209,Вологодская область,2017,157.41,7380560.930000001,542663.4
210,Вологодская область,2018,128.84,2867325.0,615647.7
211,Вологодская область,2019,78.45,4875530.0,632759.5
212,Вологодская область,2020,67.44,11633355.0,624437.1
213,Вологодская область,2021,67.31,11660388.0,1026496.5
214,Вологодская область,2022,64.71,8397440.0,1024197.0
215,Вологодская область,2023,60.0,10955581.0,1081822889.3
216,Воронежская область,2000,190.0,127056.8,49523.9
217,Воронежская область,2001,174.0,36789.0,60014.6
218,Воронежская область,2002,174.0,27224.4,83001.1
219,Воронежская область,2003,173.0,90184.2,100143.3
220,Воронежская область,2004,168.0,80233.0,117197.6
221,Воронежская область,2005,169.0,214410.6,133586.6
222,Воронежская область,2006,159.0,430142.4,166176.5
223,Воронежская область,2007,152.0,353258.4,222811.9
224,Воронежская область,2008,144.0,1604813.6,287072.1
225,Воронежская область,2009,134.0,1364551.6,301729.1
226,Воронежская область,2010,134.0,393762.6,346568.2
227,Воронежская область,2011,135.0,533174.8,474973.9
228,Воронежская область,2012,131.08,493479.0,563965.4
229,Воронежская область,2013,128.63,1512233.0,611720.4
230,Воронежская область,2014,121.91,3937024.6400000006,717667.2
231,Воронежская область,2015,117.13,3593616.8,805969.6
232,Воронежская область,2016,121.62,2370531.0,827928.6
233,Воронежская область,2017,119.2,3977809.1999999997,873429.4
234,Воронежская область,2018,118.82,6695649.0,951292.3
235,Воронежская область,2019,119.24,1095666.0,1001790.3
236,Воронежская область,2020,118.23,1071988.0,1062765.4
237,Воронежская область,2021,117.21,276456.0,1273851.9
238,Воронежская область,2022,121.46,979953.0,1377736.5
239,Воронежская область,2023,131.0,56096.0,1494401890.5
240,Еврейская автономная область,2000,11.0,6678.0,3784.0
241,Еврейская автономная область,2001,12.0,51380.6,4788.9
242,Еврейская автономная область,2002,12.0,80144.0,6838.5
243,Еврейская автономная область,2003,12.0,55096.0,8564.6
244,Еврейская автономная область,2004,14.0,46520.0,11230.9
245,Еврейская автономная область,2005,14.0,75008.0,14204.2
246,Еврейская автономная область,2006,14.0,162002.0,17976.8
247,Еврейская автономная область,2007,14.0,673259.6,23726.1
248,Еврейская автономная область,2008,13.0,524398.0,23977.0
249,Еврейская автономная область,2009,14.0,218020.09999999998,25320.0
250,Еврейская автономная область,2010,15.0,295833.0,31555.9
251,Еврейская автономная область,2011,16.0,39171.0,39467.0
252,Еврейская автономная область,2012,14.65,471384.62,42743.6
253,Еврейская автономная область,2013,14.0,130813.7,38428.7
254,Еврейская автономная область,2014,12.89,15240.36,41948.1
255,Еврейская автономная область,2015,13.58,19199.32,44554.8
256,Еврейская автономная область,2016,13.53,289034.54999999993,48563.2
257,Еврейская автономная область,2017,13.54,1148806.0,55268.0
258,Еврейская автономная область,2018,10.72,221790.0,54577.8
259,Еврейская автономная область,2019,12.57,0.0,56847.6
260,Еврейская автономная область,2020,11.74,0.0,63177.1
261,Еврейская автономная область,2021,12.4,244748.0,79156.9
262,Еврейская автономная область,2022,11.94,287078.0,80676.2
263,Еврейская автономная область,2023,12.0,191307.0,102215262.2
264,Забайкальский край,2000,80.0,54242.6,30024.6
265,Забайкальский край,2001,94.0,192308.0,35139.2
266,Забайкальский край,2002,77.0,225621.15999999997,44555.8
267,Забайкальский край,2003,75.0,230283.36,53145.5
268,Забайкальский край,2004,84.0,198488.0,61261.8
269,Забайкальский край,2005,83.0,320383.26,69647.1
270,Забайкальский край,2006,79.0,499377.0,90732.1
271,Забайкальский край,2007,85.0,548247.8,110822.4
272,Забайкальский край,2008,97.0,1105444.1,140302.0
273,Забайкальский край,2009,98.0,730648.2,148587.9
274,Забайкальский край,2010,78.0,127824.1,166742.5
275,Забайкальский край,2011,95.0,439763.06,203869.0
276,Забайкальский край,2012,85.63,1487842.0,223968.8
277,Забайкальский край,2013,35.49,2844391.0,229239.4
278,Забайкальский край,2014,30.76,1245670.5999999999,234840.8
279,Забайкальский край,2015,35.44,1375378.0,247666.2
280,Забайкальский край,2016,34.18,2440299.0,279140.7
281,Забайкальский край,2017,45.35,3368496.5999999996,306596.5
282,Забайкальский край,2018,51.62,8672090.0,339838.9
283,Забайкальский край,2019,75.25,4959851.0,369476.5
284,Забайкальский край,2020,87.19,2850926.0,422734.5
285,Забайкальский край,2021,61.65,2968161.0,516630.1
286,Забайкальский край,2022,70.68,5497257.0,547235.6
287,Забайкальский край,2023,67.0,9687097.0,718358265.4
288,Ивановская область,2000,168.0,62264.0,16900.0
289,Ивановская область,2001,169.0,46658.0,22175.9
290,Ивановская область,2002,160.0,25881.8,26981.3
291,Ивановская область,2003,158.0,48616.0,33214.6
292,Ивановская область,2004,152.0,50318.0,40159.4
293,Ивановская область,2005,144.0,413688.0,44415.4
294,Ивановская область,2006,140.0,313976.0,55090.0
295,Ивановская область,2007,136.0,278366.0,74752.0
296,Ивановская область,2008,127.0,217780.0,86980.3
297,Ивановская область,2009,114.0,57314.0,87061.9
298,Ивановская область,2010,102.0,0.0,109884.5
299,Ивановская область,2011,99.0,172982.0,128905.4
300,Ивановская область,2012,96.9,932533.0,136115.0
301,Ивановская область,2013,88.12,341330.0,158228.7
302,Ивановская область,2014,82.22,203440.0,151876.8
303,Ивановская область,2015,70.25,49647.0,180517.5
304,Ивановская область,2016,69.12,111534.0,205818.6
305,Ивановская область,2017,68.69,10890.0,212464.7
306,Ивановская область,2018,60.49,273475.0,232493.6
307,Ивановская область,2019,60.9,2643867.0,254968.9
308,Ивановская область,2020,62.0,49412.0,269508.8
309,Ивановская область,2021,59.39,2110312.0,308392.2
310,Ивановская область,2022,58.19,10720629.0,364016.5
311,Ивановская область,2023,17.0,5950198.0,435227740.7
312,Иркутская область,2000,893.0,533602.0,103013.8
313,Иркутская область,2001,890.0,867844.0,120240.0
314,Иркутская область,2002,820.0,1008736.0,140195.9
315,Иркутская область,2003,823.0,1532329.8,167927.1
316,Иркутская область,2004,785.0,1384543.0,213244.2
317,Иркутская область,2005,814.0,1462132.46,258095.5
318,Иркутская область,2006,807.0,1184630.0,330834.3
319,Иркутская область,2007,789.0,2086587.0,402654.7
320,Иркутская область,2008,814.0,2299081.0,438852.4
321,Иркутская область,2009,640.0,2072532.6,458774.9
322,Иркутская область,2010,594.0,1731238.94,546141.0
323,Иркутская область,2011,583.0,3420489.0,634561.4
324,Иркутская область,2012,614.26,2194639.0,737971.6
325,Иркутская область,2013,537.89,7505915.090000002,805197.5
326,Иркутская область,2014,499.98,5869394.0,916317.5
327,Иркутская область,2015,507.01,7993022.0,1001717.6
328,Иркутская область,2016,514.27,9242866.95,1139206.8
329,Иркутская область,2017,524.49,17537491.22,1268311.7
330,Иркутская область,2018,527.65,17876231.0,1460512.2
331,Иркутская область,2019,510.05,28730698.0,1540237.8
332,Иркутская область,2020,441.72,39807956.0,1494326.6
333,Иркутская область,2021,426.29,33351387.0,1972480.5
334,Иркутская область,2022,447.13,38369881.0,2356810.1
335,Иркутская область,2023,464.0,66326300.0,2539383912.5
336,Кабардино-Балкарская Республика,2000,49.0,24530.0,14081.3
337,Кабардино-Балкарская Республика,2001,50.0,147196.0,19443.3
338,Кабардино-Балкарская Республика,2002,54.0,177512.0,22774.5
339,Кабардино-Балкарская Республика,2003,52.0,208209.0,25997.4
340,Кабардино-Балкарская Республика,2004,50.0,136524.0,29052.9
341,Кабардино-Балкарская Республика,2005,47.0,348972.0,36833.4
342,Кабардино-Балкарская Республика,2006,42.0,424546.0,43309.7
343,Кабардино-Балкарская Республика,2007,39.0,591368.0,48908.7
344,Кабардино-Балкарская Республика,2008,38.0,923440.0,58093.4
345,Кабардино-Балкарская Республика,2009,35.0,411121.0,65660.1
346,Кабардино-Балкарская Республика,2010,33.0,797089.0,77086.4
347,Кабардино-Балкарская Республика,2011,32.0,791705.0,90594.5
348,Кабардино-Балкарская Республика,2012,29.58,2993485.0,106711.2
349,Кабардино-Балкарская Республика,2013,28.54,4029852.0,110971.5
350,Кабардино-Балкарская Республика,2014,29.01,1417800.0,116886.0
351,Кабардино-Балкарская Республика,2015,28.34,1262779.2,120528.79999999999
352,Кабардино-Балкарская Республика,2016,29.39,471936.0,152970.8
353,Кабардино-Балкарская Республика,2017,29.28,0.0,155221.80000000002
354,Кабардино-Балкарская Республика,2018,30.85,0.0,161577.5
355,Кабардино-Балкарская Республика,2019,30.69,0.0,171544.7
356,Кабардино-Балкарская Республика,2020,28.81,0.0,180077.5
357,Кабардино-Балкарская Республика,2021,28.06,0.0,212776.9
358,Кабардино-Балкарская Республика,2022,29.42,44723.0,258862.6
359,Кабардино-Балкарская Республика,2023,25.0,0.0,291100367.0
360,Калининградская область,2000,152.0,25998.0,23290.3
361,Калининградская область,2001,150.0,19862.0,32327.2
362,Калининградская область,2002,151.0,210502.0,40120.3
363,Калининградская область,2003,150.0,359959.0,46757.7
364,Калининградская область,2004,147.0,419949.0,66552.1
365,Калининградская область,2005,139.0,623286.0,81837.6
366,Калининградская область,2006,131.0,2250358.0,103138.7
367,Калининградская область,2007,116.0,2228275.0,143927.7
368,Калининградская область,2008,103.0,1403282.0,179266.7
369,Калининградская область,2009,87.0,1408540.2,169519.6
370,Калининградская область,2010,88.0,1086419.6,195749.1
371,Калининградская область,2011,91.0,1215108.2,241004.8
372,Калининградская область,2012,103.05,3038281.88,265361.2
373,Калининградская область,2013,102.18,1506342.2499999998,275885.8
374,Калининградская область,2014,102.82,1015626.9800000001,314088.3
375,Калининградская область,2015,106.74,3612656.0,349818.6
376,Калининградская область,2016,111.06,1691740.0,417094.9
377,Калининградская область,2017,111.12,1544723.0,446677.6
378,Калининградская область,2018,100.27,1495905.0,493302.4
379,Калининградская область,2019,106.85,90223.0,520951.2
380,Калининградская область,2020,104.7,404776.0,549311.2
381,Калининградская область,2021,90.83,1282402.0,683811.6
382,Калининградская область,2022,88.12,195239.0,738007.6
383,Калининградская область,2023,97.0,1424732.0,785205902.0
384,Калужская область,2000,109.0,48866.2,23903.3
385,Калужская область,2001,113.0,88216.4,31860.0
386,Калужская область,2002,112.0,70539.0,37283.1
387,Калужская область,2003,108.0,155619.2,48792.7
388,Калужская область,2004,105.0,511885.0,57993.8
389,Калужская область,2005,99.0,301855.8,70953.9
390,Калужская область,2006,99.0,298190.2,86150.5
391,Калужская область,2007,98.0,426725.0,111869.0
392,Калужская область,2008,96.0,484216.4,150394.4
393,Калужская область,2009,95.0,695151.0999999999,154946.1
394,Калужская область,2010,92.0,942491.3999999999,188601.3
395,Калужская область,2011,88.0,1072443.5999999999,234749.0
396,Калужская область,2012,83.86,1735474.0,285256.6
397,Калужская область,2013,93.03,4960986.399999999,292841.0
398,Калужская область,2014,89.54,4824462.699999999,326459.5
399,Калужская область,2015,86.42,5491622.6,339760.8
400,Калужская область,2016,84.02,1258572.7,409462.3
401,Калужская область,2017,72.4,3037487.999999999,457052.5
402,Калужская область,2018,71.49,5200372.0,507632.2
403,Калужская область,2019,71.36,2110358.0,549755.8
404,Калужская область,2020,71.86,3584947.0,561895.8
405,Калужская область,2021,72.07,4553709.0,671155.5
406,Калужская область,2022,72.86,2439543.0,693947.6
407,Калужская область,2023,73.0,6156387.0,792281494.7
408,Камчатский край,2000,34.0,4784.0,18140.7
409,Камчатский край,2001,36.0,64354.0,23031.7
410,Камчатский край,2002,35.0,52143.0,25881.9
411,Камчатский край,2003,35.0,939256.8,29747.0
412,Камчатский край,2004,29.0,70132.0,35139.3
413,Камчатский край,2005,29.0,74170.0,43974.3
414,Камчатский край,2006,32.0,33716.0,56119.8
415,Камчатский край,2007,41.0,74912.0,66076.8
416,Камчатский край,2008,47.0,77982.79999999999,77854.3
417,Камчатский край,2009,46.0,68414.0,94643.2
418,Камчатский край,2010,46.0,0.0,103123.2
419,Камчатский край,2011,38.0,992119.0,114375.9
420,Камчатский край,2012,31.56,947326.5,127412.7
421,Камчатский край,2013,28.89,1083003.0,133364.0
422,Камчатский край,2014,25.77,974676.74,145761.3
423,Камчатский край,2015,25.43,170630.54,175404.8
424,Камчатский край,2016,22.74,1033989.1,224091.0
425,Камчатский край,2017,27.24,448418.29000000004,228167.2
426,Камчатский край,2018,27.28,348179.0,263151.3
427,Камчатский край,2019,26.46,130238.0,279337.8
428,Камчатский край,2020,24.55,2391855.0,296429.4
429,Камчатский край,2021,24.73,2624661.0,351233.7
430,Камчатский край,2022,22.57,4567318.0,357183.5
431,Камчатский край,2023,23.0,3161496.0,440147288.6
432,Карачаево-Черкесская Республика,2000,61.0,194.0,5461.5
433,Карачаево-Черкесская Республика,2001,62.0,2096.2,7324.8
434,Карачаево-Черкесская Республика,2002,55.0,51538.600000000006,10234.5
435,Карачаево-Черкесская Республика,2003,57.0,2794.0,11481.1
436,Карачаево-Черкесская Республика,2004,59.0,17218.0,13127.2
437,Карачаево-Черкесская Республика,2005,53.0,309580.0,16724.3
438,Карачаево-Черкесская Республика,2006,55.0,216482.0,23260.1
439,Карачаево-Черкесская Республика,2007,53.0,372486.8,27469.7
440,Карачаево-Черкесская Республика,2008,54.0,253956.0,35714.2
441,Карачаево-Черкесская Республика,2009,53.0,50678.8,38584.1
442,Карачаево-Черкесская Республика,2010,51.0,19647.0,43651.5
443,Карачаево-Черкесская Республика,2011,47.0,5833.1,49252.1
444,Карачаево-Черкесская Республика,2012,45.01,550206.4,58712.1
