,Регион,Год,Объем_сточных_вод_млн_м3,Инвестиции_в_ООС_тыс_руб,ВРП_млн_руб
1950,Ставропольский край,2023,116.0,1933077.0,1340782.0
1951,Республика Башкортостан,2023,170.0,22879800.0,2460269.4
1952,Республика Марий Эл,2023,30.0,649166.0,304473.1
1953,Республика Мордовия,2023,5.0,1107427.0,396833.0
1954,Республика Татарстан (Татарстан),2023,199.0,61565637.0,4583352.3
1955,Удмуртская Республика,2023,68.0,3845159.0,1102900.3
1956,Чувашская Республика — Чувашия,2023,58.0,314596.0,601316.7
1957,Пермский край,2023,124.0,40452255.0,2197280.1
1958,Кировская область,2023,81.0,972050.0,605915.5
1959,Нижегородская область,2023,315.0,33297386.0,2672241.8
1960,Оренбургская область,2023,99.0,10608979.0,1763998.8
1961,Пензенская область,2023,98.0,428318.0,659002.8
1962,Самарская область,2023,344.0,21913522.0,2646488.2
1963,Саратовская область,2023,88.0,4599588.0,1345119.0
1964,Ульяновская область,2023,87.0,4217.0,673635.5
1965,Курганская область,2023,28.0,1003406.0,380466.7
1966,Свердловская область,2023,486.0,82071730.0,4128119.1
1967,Ханты-Мансийский автономный округ — Югра,2023,69.0,21813424.0,8628903.5
1968,Ямало-Ненецкий автономный округ,2023,25.0,105498709.0,5379401.8
1969,Тюменская область,2023,86.0,2579635.0,1938291.9
1970,Челябинская область,2023,244.0,57387103.0,2589084.6
1971,Республика Алтай,2023,0.3,1095838.0,108336.5
1972,Республика Тыва,2023,5.0,0.0,122532.5
1973,Республика Хакасия,2023,33.0,327289.0,378551.5
1974,Алтайский край,2023,13.0,2247651.0,1024355.4
1975,Красноярский край,2023,299.0,205990233.0,3719646.8
1976,Иркутская область,2023,464.0,66326300.0,2539383.9
1977,Кемеровская область — Кузбасс,2023,212.0,30633658.0,1883825.1
1978,Новосибирская область,2023,81.0,5088933.0,2216436.2
1979,Омская область,2023,124.0,20775041.0,1056600.3
1980,Томская область,2023,140.0,2597371.0,912449.4
1981,Республика Бурятия,2023,26.0,27187069.0,503918.8
1982,Республика Саха (Якутия),2023,84.0,42857130.0,2229816.6
1983,Забайкальский край,2023,67.0,9687097.0,718358.3
1984,Камчатский край,2023,23.0,3161496.0,440147.3
1985,Приморский край,2023,238.0,9544926.0,1862934.3
1986,Хабаровский край,2023,174.0,20447994.0,1262368.1
1987,Амурская область,2023,60.0,2883951.0,793851.9
1988,Магаданская область,2023,14.0,14662127.0,403892.9
1989,Сахалинская область,2023,27.0,9992976.0,1624560.7
1990,Еврейская автономная область,2023,12.0,191307.0,102215.3
1991,Чукотский автономный округ,2023,3.0,800015.0,186709.4
